course_id,course_title,price,Free/Paid,num_subscribers,num_reviews,num_lectures,level,Rating,content_duration,published_,Year,Month,subject,Revenue
136244,Triple P Trading Course,20,Paid,797,15,16,All Levels,0.88,3,24-12-2013,2013,12,Business Finance,15940
173462,Aprende a invertir y deja que tu dinero trabaje para ti,145,Paid,789,68,95,All Levels,0.94,14,03-03-2014,2014,3,Business Finance,114405
368916,Step by step guide to understand how business perform,20,Paid,788,3,15,Beginner Level,0.34,0.633333333,14-12-2014,2014,12,Business Finance,15760
986024,العلوم والمبادئ الأساسية للمهنة الإكتوارية,25,Paid,781,7,8,Intermediate Level,0.87,0.65,28-10-2016,2016,10,Business Finance,19525
45136,Weekly Options and study of Options expiration dynamics,60,Paid,779,56,6,Beginner Level,0.79,1,08-03-2013,2013,3,Business Finance,46740
42651,Straddles and Strangles - Volatility moves in any direction,60,Paid,775,54,11,Beginner Level,0.88,1.5,12-03-2013,2013,3,Business Finance,46500
790034,Learn How to Trade Pump and Dumps. 5 Setups Well Explained.,50,Paid,769,10,18,Expert Level,0.63,2,14-03-2016,2016,3,Business Finance,38450
282050,The Day Trader: Learn to Trade The Stock Market and Forex,20,Paid,768,23,54,Beginner Level,0.8,10.5,21-08-2014,2014,8,Business Finance,15360
387348,Financial Statement Fundamentals for Small Biz & Investors,30,Paid,751,1,61,Beginner Level,0.96,3,14-05-2015,2015,5,Business Finance,22530
838260,Forex trading Basic to advance Professional Level course,20,Paid,750,13,28,Beginner Level,0.47,2.5,05-05-2016,2016,5,Business Finance,15000
1024862,Making Tax Digital - UK HMRC Legislation Explained,0,Free,743,0,7,All Levels,0.14,1,06-06-2017,2017,6,Business Finance,0
692268,Learn Business Finance: Win more work as a Business Coach,20,Paid,741,4,22,All Levels,0.7,2,03-01-2016,2016,1,Business Finance,14820
352150,Learn to Trade for Profit: Ten Most Profitable Trading Rules,95,Paid,739,28,45,All Levels,0.16,2,23-12-2014,2014,12,Business Finance,70205
178776,Fixed Income Securities,50,Paid,739,54,24,Intermediate Level,0.02,4.5,11-03-2014,2014,3,Business Finance,36950
42645,"Backspreads, Diagonals and Butterflies - Advanced Strategies",60,Paid,737,41,10,Beginner Level,0.88,2,03-03-2013,2013,3,Business Finance,44220
484134,Cost Accounting Operating Costing(Professional Course Level),20,Paid,731,2,8,All Levels,0.88,1,24-04-2015,2015,4,Business Finance,14620
45139,"Get to know the VIX Index (aka 'The Fear Index)""",60,Paid,727,64,9,All Levels,0.01,1,08-03-2013,2013,3,Business Finance,43620
1175694,Get a Credit Repair Publication On Amazon and Live LIFE..,20,Paid,727,11,25,Beginner Level,0.86,3,26-04-2017,2017,4,Business Finance,14540
323196,Master Finance in Three Hours,20,Paid,721,12,29,Beginner Level,0.35,3,28-10-2014,2014,10,Business Finance,14420
987682,Stocks: Quick Method to get started Investing,0,Free,718,13,7,All Levels,0.07,1,18-05-2017,2017,5,Business Finance,0
408894,Basics of Tax in India  (College Level),20,Paid,718,5,28,Beginner Level,0.3,2,31-01-2015,2015,1,Business Finance,14360
471588,Learn how to INVEST for huge profits or make it big trading!,50,Paid,701,12,37,Beginner Level,0.59,5.5,19-06-2015,2015,6,Business Finance,35050
212952,ビットコイン生態系｜既存通貨が主役をやめる日,20,Paid,701,55,16,Intermediate Level,0.31,1.5,23-06-2014,2014,6,Business Finance,14020
179820,Introduction to Futures & Options,50,Paid,694,35,27,Beginner Level,0.25,4.5,11-03-2014,2014,3,Business Finance,34700
213154,Automate Your Finances,20,Paid,690,17,21,Beginner Level,0.6,1,08-05-2014,2014,5,Business Finance,13800
907416,Tudo sobre Investimentos em Renda Fixa,45,Paid,689,145,16,All Levels,0.96,2,22-08-2016,2016,8,Business Finance,31005
403628,Bookkeeping to Command Senior Bookkeeping Wages,55,Paid,683,16,58,All Levels,0.47,4.5,06-03-2015,2015,3,Business Finance,37565
1018380,Forex Trading Like Banks – Step by Step with Live Examples,195,Paid,677,45,40,Beginner Level,0.14,4.5,18-12-2016,2016,12,Business Finance,132015
1103272,"How to remove 'Risk from Penny Stocks - Options Trading""",200,Paid,668,12,22,All Levels,0.24,1,07-02-2017,2017,2,Business Finance,133600
828740,Hedge Fund Accounting and Valuation,20,Paid,668,10,11,All Levels,0.34,0.566666667,28-04-2016,2016,4,Business Finance,13360
443502,Essential Finance For Managers,25,Paid,663,10,79,Beginner Level,0.57,5.5,16-04-2015,2015,4,Business Finance,16575
1198166,Top 10 Trading Ideas in the Equities Market,20,Paid,661,4,12,Beginner Level,0.34,1,02-05-2017,2017,5,Business Finance,13220
1239068,How to Buy Cheap Options - Options Trading Pricing Model,200,Paid,658,2,19,Beginner Level,0.64,1,02-06-2017,2017,6,Business Finance,131600
862786,Financial modeling: Build a multiples valuation model,20,Paid,656,17,20,All Levels,0.55,1.5,30-05-2016,2016,5,Business Finance,13120
298522,Navigate the 10-K and Other Financial Reports,40,Paid,653,55,20,All Levels,0.96,2.5,08-11-2014,2014,11,Business Finance,26120
40039,Comprehensive Forex Mastery Program,45,Paid,650,107,97,Intermediate Level,0.98,10,07-02-2013,2013,2,Business Finance,29250
1062144,Aprende a invertir sin capital,130,Paid,649,37,29,All Levels,0.27,1.5,01-05-2017,2017,5,Business Finance,84370
466632,Stock Markets: How I Became Rich By Changing How I Trade,20,Paid,646,6,17,Intermediate Level,0.87,1,13-09-2015,2015,9,Business Finance,12920
529828,Python for Trading & Investing,95,Paid,638,25,36,All Levels,0.78,5,17-06-2015,2015,6,Business Finance,60610
788796,The Cost of Capital: The Key To Attract Venture Capitalists,50,Paid,635,4,6,All Levels,0.5,0.683333333,22-03-2016,2016,3,Business Finance,31750
629060,Trading Trends in ANY Market,30,Paid,632,49,22,Beginner Level,0.55,2,04-10-2015,2015,10,Business Finance,18960
439362,"Professional Options Trading, Simplified",200,Paid,631,49,21,All Levels,0.96,2,17-04-2015,2015,4,Business Finance,126200
